Name,url,Active,Years Played,Position,Clubs Played,IOC
Adam Kadlec,/en/players/dc79ad2d/Adam-Kadlec,True,2020-2024,DF,Bohemians 1905,CZE
Michal Kadlec,/en/players/e0e46b73/Michal-Kadlec,True,2005-2024,DF,"Slovácko, Bayer Leverkusen, Sparta Prague, Czechia, Fenerbahçe",CZE
Jan Kalabiška,/en/players/60cc771b/Jan-Kalabiska,True,2009-2024,"DF,FW","Slovácko, Karviná, Zbrojovka Brno, Mladá Boleslav",CZE
Tomáš Kalas,/en/players/df618867/Tomas-Kalas,True,2009-2024,DF,"Schalke 04, Bristol City, Fulham, Vitesse, Middlesbrough, Czechia, Sigma Olomouc, Chelsea",CZE
Filip Kaloč,/en/players/d12db11e/Filip-Kaloc,True,2018-2024,MF,"Baník Ostrava, Kaiserslautern",CZE
Lukáš Kalvach,/en/players/df064106/Lukas-Kalvach,True,2018-2024,MF,"Viktoria Plzeň, Sigma Olomouc, Czechia",CZE
Lukáš Kania,/en/players/0ae052e7/Lukas-Kania,True,2020-2021,MF,Opava,CZE
Adam Karabec,/en/players/f80d03ca/Adam-Karabec,True,2019-2024,MF,Sparta Prague,CZE
Ondřej Karafiát,/en/players/afaafed3/Ondrej-Karafiat,True,2015-2024,DF,"Mladá Boleslav, Slovan Liberec, Slavia Prague",CZE
Filip Kaša,/en/players/5286c9f7/Filip-Kasa,True,2013-2023,DF,"Viktoria Plzeň, Baník Ostrava",CZE
Daniel Kastanek,/en/players/cc473ce8/Daniel-Kastanek,True,2022-2024,MF,Hradec Králové,CZE
