Name,url,Active,Years Played,Position,Clubs Played,IOC
Tija Šoštarič,/en/players/c7d5b080/Tija-Sostaric,True,2023-2024,DF,Sturm Graz,SVN
Andraž Šporar,/en/players/878f0921/Andraz-Sporar,True,2015-2024,FW,"Panathinaikos, Slovenia, Middlesbrough, Sporting CP, Basel, Braga, Arminia Bielefeld, ŠK Slovan Brat",SVN
Jon Šporn,/en/players/36f2198d/Jon-Sporn,True,2023-2024,MF,Chornomorets Odesa,SVN
Petar Stojanović,/en/players/13b44b02/Petar-Stojanovic,True,2014-2024,"DF,MF","Empoli, Slovenia, Sampdoria, Dinamo Zagreb, NK Maribor",SVN
Dušan Stojinovič,/en/players/7f265841/Dusan-Stojinovic,True,2021-2024,DF,"Jagiellonia, FC Khimki",SVN
Luka Štor,/en/players/58ba6342/Luka-Stor,True,2019-2022,FW,Dresden,SVN
Aljaž Struna,/en/players/b82c2982/Aljaz-Struna,True,2012-2023,"DF,MF","Palermo, Carpi, Houston Dynamo, Slovenia, CF Montréal, Perugia, Varese",SVN
Lovro Štubljar,/en/players/4c909198/Lovro-Stubljar,True,2022-2024,GK,Empoli,SVN
Leo Štulac,/en/players/92948398/Leo-Stulac,True,2017-2024,MF,"Palermo, Empoli, Parma, Venezia, Slovenia",SVN
Klemen Šturm,/en/players/fceb666d/Klemen-Sturm,True,2021-2022,DF,NŠ Mura,SVN
Luka Šušnjara,/en/players/9432ca25/Luka-Susnjara,True,2020-2022,MF,"FC Chambly, Wisła Płock",SVN
Aljaz Tavcar,/en/players/58127b37/Aljaz-Tavcar,True,2021-2024,DF,Ascoli,SVN
David Tijanić,/en/players/6acda5fe/David-Tijanic,True,2019-2023,"FW,MF","Raków Częstochowa, Göztepe, Al-Adalah",SVN
Dejan Trajkovski,/en/players/f656fa08/Dejan-Trajkovski,True,2011-2019,DF,"Twente, Puskás Akadémia, NK Maribor",SVN
Miha Trdan,/en/players/3811675b/Miha-Trdan,True,2022-2024,MF,Pisa,SVN
Milan Tučić,/en/players/261e9985/Milan-Tucic,True,2019-2023,FW,"Hokkaido Consadole Sapporo, OH Leuven",SVN
Martin Turk,/en/players/14ae023f/Martin-Turk,True,2020-2024,GK,"Parma, Slovenia, Sampdoria",SVN
Jošt Urbančič,/en/players/a92dc6d1/Jost-Urbancic,True,2023-2024,DF,Viking,SVN
Filip Valenčič,/en/players/e5c0909b/Filip-Valencic,True,2015-2022,FW,"HJK Helsinki, Inter Turku, PS Kemi Kings, Stabæk, KuPS, Notts County",SVN
Igor Vekič,/en/players/fcc5a185/Igor-Vekic,True,2021-2024,GK,"Vejle BK, Slovenia, Paços de Ferreira",SVN
Emil Velić,/en/players/247f220a/Emil-Velic,True,2015-2016,GK,,SVN
Benjamin Verbič,/en/players/2ebc1b44/Benjamin-Verbic,True,2015-2024,"FW,MF","Slovenia, Panathinaikos, Dynamo Kyiv, FC Copenhagen, Legia Warsaw",SVN
Matevž Vidovšek,/en/players/c8bbc629/Matevz-Vidovsek,True,2022-2024,GK,"NK Olimpija Ljubljana, Slovenia",SVN
Žan Vipotnik,/en/players/15aa23ee/Zan-Vipotnik,True,2023-2024,FW,"Bordeaux, Slovenia",SVN
Rok Vodišek,/en/players/70451f65/Rok-Vodisek,True,2017-2023,GK,,SVN
Dejan Vokič,/en/players/6c145d64/Dejan-Vokic,True,2018-2023,DF,"Benevento, Zagl Sosnowiec, Pescara, Pordenone Calcio",SVN
Andrés Vombergar,/en/players/71910d3e/Andres-Vombergar,True,2018-2024,FW,"Slovenia, San Lorenzo, Ufa, Atlético San Luis",SVN
Blaž Vrhovec,/en/players/af00baef/Blaz-Vrhovec,True,2016-2023,MF,"Górnik Zabrze, Slovenia, NK Maribor",SVN
Haris Vučkić,/en/players/a8f4dfb9/Haris-Vuckic,True,2009-2023,"FW,MF","Twente, Rijeka, Rotherham United, Zaragoza, Wigan Athletic, Rangers, Slovenia, Bradford City, Newcas",SVN
Damjan Vuklišević,/en/players/99163bf6/Damjan-Vuklisevic,True,2017-2019,DF,Slovan Liberec,SVN
Noah Weißbach,/en/players/e81add9f/Noah-Weissbach,True,2021-2024,DF,"RB Leipzig U17, Energie Cottbus U17",SVN
Luka Zahović,/en/players/32901c4c/Luka-Zahovic,True,2013-2024,FW,"Pogoń Szczecin, Slovenia, NK Maribor, Heerenveen",SVN
Miha Zajc,/en/players/83e4643e/Miha-Zajc,True,2016-2024,MF,"Fenerbahçe, Slovenia, Empoli, Genoa",SVN
Žan Zaletel,/en/players/d1375c2e/Zan-Zaletel,True,2021-2024,DF,"Viborg, Slovenia",SVN
Marko Zalokar,/en/players/9aba8019/Marko-Zalokar,True,2021-2022,GK,,SVN
David Zec,/en/players/050cd03c/David-Zec,True,2020-2021,DF,Рух,SVN
Adrian Zeljković,/en/players/b0186b1d/Adrian-Zeljkovic,True,2023-2024,MF,FC Spartak Trnava,SVN
Nino Žugelj,/en/players/5529a99a/Nino-Zugelj,True,2022-2024,FW,"Bodø/Glimt, Slovenia",SVN
Anel Zulić,/en/players/3a590d08/Anel-Zulic,True,2023-2024,MF,Viborg,SVN
Bor Žunec,/en/players/89cba2fc/Bor-Zunec,True,2023-2024,MF,Udinese,SVN
Žan Žužek,/en/players/4f7c59dc/Zan-Zuzek,True,2022-2024,DF,Bari,SVN
Mateja Zver,/en/players/c51e59bf/Mateja-Zver,True,2016-2025,"FW,MF","St. Pölten, Slovenia",SVN
