Name,url,Active,Years Played,Position,Clubs Played,IOC
Rais Amrani,/en/players/cfac5076/Rais-Amrani,True,2023-2024,GK,FC Métropole Troyenne,FRA
Yacine El Amri,/en/players/cd118aaf/Yacine-El-Amri,True,2022-2024,MF,Valenciennes,FRA
Marwanne Amrouche,/en/players/94adee2a/Marwanne-Amrouche,True,2023-2024,DF,JA Isle,FRA
Julien Anau,/en/players/079cc1df/Julien-Anau,True,2023-2024,FW,Cray Valley Paper Mills FC,FRA
Alexis André,/en/players/f7266977/Alexis-Andre,True,2017-2024,GK,"Woking, Maidenhead United, Dover Athletic",FRA
Benjamin André,/en/players/ef9c1c95/Benjamin-Andre,True,2009-2024,"DF,MF","Lille, Rennes, Ajaccio",FRA
Charles André Raux,/en/players/32b2bbde/Charles-Andre-Raux,True,2023-2024,MF,RCFF Colombes 92,FRA
Winston André,/en/players/c2f3a7ff/Winston-Andre,True,2023-2024,DF,US Avranches,FRA
Florian Andreani,/en/players/80eb04cc/Florian-Andreani,True,2018-2024,GK,Hyères FC,FRA
Keny Andreopa,/en/players/2ffb826e/Keny-Andreopa,True,2021-2024,FW,FC Métropole Troyenne,FRA
Damien Andrey,/en/players/4a9ac555/Damien-Andrey,True,2021-2023,MF,Jura Sud Lavans,FRA
Léo Andris,/en/players/3489bc5e/Leo-Andris,True,2023-2024,GK,Chaumont FC,FRA
Mathys Angély,/en/players/d818c3eb/Mathys-Angely,True,2023-2024,DF,Bordeaux,FRA
Anaëlle Anglais,/en/players/e64b0048/Anaelle-Anglais,True,2023-2024,DF,Saint-Étienne,FRA
Anani Anoumou,/en/players/d9fceab3/Anani-Anoumou,True,2023-2024,MF,US Choisy-au-Bac,FRA
Janis Antiste,/en/players/38d9ce53/Janis-Antiste,True,2019-2024,FW,"Reggiana, Toulouse, Spezia, Amiens",FRA
Mathieu Antoine,/en/players/3b7b5bc0/Mathieu-Antoine,True,2017-2024,MF,FC Seyssins,FRA
Jacques Antoine Pelletier,/en/players/0ca3c78e/Jacques-Antoine-Pelletier,True,2018-2023,DF,,FRA
Mauro Antonio Manuel,/en/players/a2f02ceb/Mauro-Antonio-Manuel,True,2018-2019,FW,,FRA
Adrien Antunes,/en/players/03960f75/Adrien-Antunes,True,2023-2024,MF,Quevilly-Rouen,FRA
Fabien Antunes,/en/players/9e862420/Fabien-Antunes,True,2014-2024,"DF,MF","AO Kifisia, Westerlo, Virton, Panetolikos, Oostende, Ionikos, Sint-Truiden",FRA
Giovani Antunes,/en/players/e0e0e075/Giovani-Antunes,True,2021-2024,FW,Jeunesse Villenavaise,FRA
Romain Antunes,/en/players/0781d37a/Romain-Antunes,True,2019-2024,MF,AS Saint-Priest,FRA
Julien Anziani,/en/players/8d158016/Julien-Anziani,True,2017-2024,MF,"USL Dunkerque, Gazélec Ajaccio",FRA
Bilel Aouacheria,/en/players/77bbc5b1/Bilel-Aouacheria,True,2017-2023,"FW,MF","Moreirense, Gil Vicente, Farense",FRA
Marwan Aouadi,/en/players/8c071c05/Marwan-Aouadi,True,2022-2023,FW,,FRA
Ameur Aouamri,/en/players/99508210/Ameur-Aouamri,True,2019-2020,FW,,FRA
Maximilien Aouarem,/en/players/9ed3ea8a/Maximilien-Aouarem,True,2023-2024,DF,Roannais Foot 42,FRA
Adil Aouchiche,/en/players/b94b8be1/Adil-Aouchiche,True,2019-2024,MF,"Sunderland, Sunderland U21, Saint-Étienne, Lorient, Paris Saint-Germain",FRA
Annis Aouladchaib,/en/players/5ddb9ba4/Annis-Aouladchaib,True,2020-2021,FW,,FRA
Adam Aoumaich,/en/players/7c190dad/Adam-Aoumaich,True,2024,FW,Union Omaha,FRA
Axel Appery,/en/players/4268e433/Axel-Appery,True,2018-2019,MF,,FRA
Dennis Appiah,/en/players/feb5d3ab/Dennis-Appiah,True,2011-2024,"DF,MF","Saint-Étienne, Nantes, Caen, Anderlecht, Monaco",FRA
Alan Appriou,/en/players/70b5a343/Alan-Appriou,True,2023-2024,MF,US Châteaugiron,FRA
Stredair Appuah,/en/players/42f0113f/Stredair-Appuah,True,2022-2024,FW,Nantes,FRA
Said Arab,/en/players/b96e3c85/Said-Arab,True,2018-2022,FW,"Paris FC, Red Star",FRA
Ylies Aradj,/en/players/209528d3/Ylies-Aradj,True,2022-2024,DF,Toulouse,FRA
Brian Araújo,/en/players/100104d1/Brian-Araujo,True,2020-2024,GK,Gil Vicente,FRA
Julien Araujo,/en/players/31d8c7bb/Julien-Araujo,True,2014-2024,FW,"Croix Football Iris Club, US Tourcoing FC",FRA
Vincent Araujo Pinto,/en/players/66471abf/Vincent-Araujo-Pinto,True,2020-2021,DF,,FRA
Abderhman Arbaoui,/en/players/5692cd8e/Abderhman-Arbaoui,True,2022-2023,DF,,FRA
Louann Archier,/en/players/a2a2fb76/Louann-Archier,True,2023-2024,FW,Saint-Étienne,FRA
Arnaud Archimbaud,/en/players/5f4d96f0/Arnaud-Archimbaud,True,2014-2022,DF,FC Chartres,FRA
Taïryk Arconte,/en/players/c5e6c017/Tairyk-Arconte,True,2020-2024,FW,"Rodez AF, Ajaccio, Brest",FRA
Alphonse Areola,/en/players/2f965a72/Alphonse-Areola,True,2012-2024,GK,"West Ham United, France, Paris Saint-Germain, Fulham, Villarreal, Bastia, Lens, Real Madrid",FRA
Paul Argney,/en/players/cad4009e/Paul-Argney,True,2023-2024,GK,Le Havre,FRA
Arthur Arias,/en/players/21cb7e9b/Arthur-Arias,True,2020-2024,GK,SO Romorantin,FRA
Maxime Arias,/en/players/4d1f2915/Maxime-Arias,True,2021-2022,DF,,FRA
Gaëtan Arib,/en/players/4fde69e6/Gaetan-Arib,True,2018-2022,MF,Valenciennes,FRA
Zakaria Ariss,/en/players/5572af2d/Zakaria-Ariss,True,2023-2024,DF,Dijon,FRA
Anthony Arjona,/en/players/c508bb55/Anthony-Arjona,True,2018-2019,MF,,FRA
Romain Armand,/en/players/c468a6de/Romain-Armand,True,2009-2022,"FW,MF","Clermont Foot, Pau FC, Gazélec Ajaccio, Orléans, Paris FC",FRA
